<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,futures_price,<VOL>
SPFB.GOLD,D,20190508,000000,1288.5000000,1294.0000000,1283.2000000,1284.9000000,82210
SPFB.GOLD,D,20190510,000000,1285.6000000,1292.7000000,1285.6000000,1289.7000000,38051
SPFB.GOLD,D,20190513,000000,1289.1000000,1304.4000000,1285.1000000,1303.0000000,48022
SPFB.GOLD,D,20190514,000000,1302.1000000,1302.8000000,1296.9000000,1300.5000000,28851
SPFB.GOLD,D,20190515,000000,1300.0000000,1304.9000000,1296.6000000,1300.1000000,38085
SPFB.GOLD,D,20190516,000000,1300.1000000,1302.5000000,1287.5000000,1290.4000000,35234
SPFB.GOLD,D,20190517,000000,1290.7000000,1292.1000000,1278.0000000,1281.1000000,34296
SPFB.GOLD,D,20190520,000000,1280.6000000,1282.2000000,1276.7000000,1281.1000000,21302
SPFB.GOLD,D,20190521,000000,1280.5000000,1280.5000000,1272.6000000,1277.6000000,22299
SPFB.GOLD,D,20190522,000000,1277.3000000,1280.6000000,1275.1000000,1276.3000000,19928
SPFB.GOLD,D,20190523,000000,1276.8000000,1289.9000000,1275.6000000,1286.3000000,40129
SPFB.GOLD,D,20190524,000000,1285.6000000,1287.7000000,1283.2000000,1287.1000000,16476
SPFB.GOLD,D,20190527,000000,1287.3000000,1289.8000000,1287.1000000,1287.2000000,14528
SPFB.GOLD,D,20190528,000000,1287.2000000,1287.6000000,1278.5000000,1282.1000000,33892
SPFB.GOLD,D,20190529,000000,1282.8000000,1288.3000000,1281.9000000,1284.0000000,26132
SPFB.GOLD,D,20190530,000000,1283.5000000,1292.1000000,1276.1000000,1291.3000000,43524
SPFB.GOLD,D,20190531,000000,1291.6000000,1308.6000000,1267.7000000,1306.4000000,90595
SPFB.GOLD,D,20190603,000000,1307.0000000,1329.1000000,1307.0000000,1326.0000000,56490
SPFB.GOLD,D,20190604,000000,1327.0000000,1330.4000000,1321.1000000,1328.1000000,37443
SPFB.GOLD,D,20190605,000000,1329.5000000,1345.4000000,1328.0000000,1331.2000000,87724
SPFB.GOLD,D,20190606,000000,1332.0000000,1341.0000000,1332.0000000,1336.3000000,35503
SPFB.GOLD,D,20190607,000000,1335.0000000,1349.3000000,1332.0000000,1341.8000000,61771
SPFB.GOLD,D,20190610,000000,1349.6000000,1354.2000000,1333.9000000,1338.2000000,4414
SPFB.GOLD,D,20190611,000000,1338.1000000,1339.8000000,1330.5000000,1337.7000000,2981
SPFB.GOLD,D,20190613,000000,1338.9000000,1353.7000000,1338.9000000,1353.3000000,2881
SPFB.GOLD,D,20190614,000000,1353.4000000,1369.1000000,1348.9000000,1352.2000000,11053
SPFB.GOLD,D,20190617,000000,1348.9000000,1353.5000000,1343.5000000,1350.0000000,10582
SPFB.GOLD,D,20190618,000000,1351.5000000,1364.8000000,1350.0000000,1357.4000000,20925
SPFB.GOLD,D,20190619,000000,1356.2000000,1373.3000000,1351.7000000,1370.5000000,37225
SPFB.GOLD,D,20190620,000000,1371.9000000,1403.5000000,1371.9000000,1398.2000000,100496
SPFB.GOLD,D,20190621,000000,1399.6000000,1410.5000000,1391.1000000,1409.0000000,92072
SPFB.GOLD,D,20190624,000000,1409.6000000,1430.9000000,1409.6000000,1428.0000000,74769
SPFB.GOLD,D,20190625,000000,1428.7000000,1445.8000000,1421.3000000,1432.8000000,117377
SPFB.GOLD,D,20190626,000000,1430.9000000,1430.9000000,1411.4000000,1418.7000000,108268
SPFB.GOLD,D,20190627,000000,1418.0000000,1419.0000000,1407.2000000,1417.1000000,81460
SPFB.GOLD,D,20190628,000000,1418.4000000,1425.4000000,1405.5000000,1419.7000000,70989
SPFB.GOLD,D,20190701,000000,1419.1000000,1419.1000000,1391.2000000,1392.8000000,67477
SPFB.GOLD,D,20190702,000000,1393.4000000,1429.8000000,1393.4000000,1427.6000000,76851
SPFB.GOLD,D,20190703,000000,1428.5000000,1435.7000000,1421.1000000,1427.6000000,83184
SPFB.GOLD,D,20190704,000000,1427.0000000,1427.0000000,1418.8000000,1423.3000000,30655
SPFB.GOLD,D,20190705,000000,1422.3000000,1424.8000000,1395.2000000,1407.1000000,99937
SPFB.GOLD,D,20190708,000000,1408.0000000,1416.2000000,1400.1000000,1403.7000000,48201
SPFB.GOLD,D,20190709,000000,1403.3000000,1408.6000000,1393.6000000,1405.3000000,60076
SPFB.GOLD,D,20190710,000000,1403.6000000,1427.6000000,1398.1000000,1425.9000000,93268
SPFB.GOLD,D,20190711,000000,1426.8000000,1432.5000000,1408.8000000,1412.0000000,85234
SPFB.GOLD,D,20190712,000000,1415.0000000,1425.2000000,1411.2000000,1423.8000000,51567
SPFB.GOLD,D,20190715,000000,1423.2000000,1425.0000000,1415.9000000,1421.6000000,36707
SPFB.GOLD,D,20190716,000000,1421.6000000,1424.4000000,1409.0000000,1413.7000000,77877
SPFB.GOLD,D,20190717,000000,1413.1000000,1434.8000000,1407.9000000,1434.3000000,92572
SPFB.GOLD,D,20190718,000000,1434.0000000,1455.8000000,1422.6000000,1452.6000000,124746
SPFB.GOLD,D,20190719,000000,1452.3000000,1452.3000000,1427.4000000,1433.5000000,126185
SPFB.GOLD,D,20190722,000000,1433.4000000,1436.9000000,1430.6000000,1432.0000000,59430
SPFB.GOLD,D,20190723,000000,1431.7000000,1437.6000000,1423.1000000,1424.8000000,89084
SPFB.GOLD,D,20190724,000000,1426.1000000,1436.6000000,1426.1000000,1432.3000000,61498
SPFB.GOLD,D,20190725,000000,1431.6000000,1440.5000000,1417.5000000,1421.2000000,93542
SPFB.GOLD,D,20190726,000000,1421.5000000,1430.8000000,1419.4000000,1425.4000000,53825
SPFB.GOLD,D,20190729,000000,1424.9000000,1434.7000000,1421.1000000,1433.2000000,36723
SPFB.GOLD,D,20190730,000000,1432.6000000,1439.6000000,1431.1000000,1437.0000000,40720
SPFB.GOLD,D,20190731,000000,1437.4000000,1441.9000000,1416.6000000,1419.5000000,127961
SPFB.GOLD,D,20190801,000000,1418.5000000,1451.1000000,1406.6000000,1449.3000000,195204
SPFB.GOLD,D,20190802,000000,1448.6000000,1453.7000000,1436.7000000,1445.6000000,137193
SPFB.GOLD,D,20190805,000000,1447.3000000,1475.2000000,1447.3000000,1469.7000000,146603
SPFB.GOLD,D,20190806,000000,1468.9000000,1478.9000000,1463.3000000,1477.9000000,85744
SPFB.GOLD,D,20190807,000000,1478.0000000,1515.2000000,1478.0000000,1505.6000000,214363
SPFB.GOLD,D,20190808,000000,1503.3000000,1513.6000000,1494.6000000,1506.1000000,119175
SPFB.GOLD,D,20190809,000000,1506.4000000,1510.3000000,1498.9000000,1501.9000000,73824
SPFB.GOLD,D,20190812,000000,1501.7000000,1523.4000000,1491.1000000,1515.3000000,129468
SPFB.GOLD,D,20190813,000000,1516.1000000,1538.0000000,1482.1000000,1504.4000000,308906
SPFB.GOLD,D,20190814,000000,1503.3000000,1527.2000000,1500.4000000,1519.9000000,202820
SPFB.GOLD,D,20190815,000000,1518.5000000,1529.8000000,1511.4000000,1526.6000000,157947
SPFB.GOLD,D,20190816,000000,1525.7000000,1525.7000000,1506.6000000,1515.4000000,109379
SPFB.GOLD,D,20190819,000000,1514.5000000,1514.5000000,1496.3000000,1499.0000000,99530
SPFB.GOLD,D,20190820,000000,1499.9000000,1511.7000000,1499.9000000,1510.1000000,70943
SPFB.GOLD,D,20190821,000000,1509.5000000,1510.6000000,1499.6000000,1506.0000000,76558
SPFB.GOLD,D,20190822,000000,1506.0000000,1507.2000000,1495.2000000,1501.5000000,90269
SPFB.GOLD,D,20190823,000000,1500.7000000,1532.4000000,1497.6000000,1529.9000000,182121
SPFB.GOLD,D,20190826,000000,1529.9000000,1542.8000000,1527.2000000,1529.8000000,154751
SPFB.GOLD,D,20190827,000000,1531.8000000,1546.4000000,1530.4000000,1545.0000000,111255
SPFB.GOLD,D,20190828,000000,1544.0000000,1549.2000000,1536.3000000,1541.9000000,94798
SPFB.GOLD,D,20190829,000000,1542.1000000,1552.9000000,1521.5000000,1528.2000000,178589
SPFB.GOLD,D,20190830,000000,1530.0000000,1535.3000000,1518.5000000,1523.3000000,94087
SPFB.GOLD,D,20190902,000000,1524.0000000,1534.0000000,1521.2000000,1529.9000000,37805
SPFB.GOLD,D,20190903,000000,1528.8000000,1551.0000000,1527.3000000,1548.9000000,124491
SPFB.GOLD,D,20190904,000000,1545.6000000,1559.0000000,1536.0000000,1554.7000000,122310
SPFB.GOLD,D,20190905,000000,1554.1000000,1554.1000000,1507.7000000,1520.7000000,162091
SPFB.GOLD,D,20190906,000000,1518.3000000,1529.3000000,1504.3000000,1509.0000000,198322
SPFB.GOLD,D,20190909,000000,1509.9000000,1517.0000000,1499.0000000,1500.6000000,116973
SPFB.GOLD,D,20190910,000000,1510.5000000,1513.5000000,1498.5000000,1499.5000000,17652
SPFB.GOLD,D,20190911,000000,1502.0000000,1510.7000000,1499.5000000,1508.2000000,12846
SPFB.GOLD,D,20190912,000000,1510.5000000,1535.6000000,1509.0000000,1510.1000000,34578
SPFB.GOLD,D,20190913,000000,1512.2000000,1520.5000000,1497.5000000,1500.1000000,23338
SPFB.GOLD,D,20190916,000000,1509.0000000,1519.6000000,1507.5000000,1510.1000000,30653
SPFB.GOLD,D,20190917,000000,1509.1000000,1518.4000000,1505.0000000,1512.1000000,22615
SPFB.GOLD,D,20190918,000000,1513.7000000,1522.2000000,1494.1000000,1503.4000000,86781
SPFB.GOLD,D,20190919,000000,1504.5000000,1514.5000000,1503.6000000,1509.0000000,82693
SPFB.GOLD,D,20190920,000000,1509.5000000,1527.4000000,1508.7000000,1526.2000000,76108
SPFB.GOLD,D,20190923,000000,1526.1000000,1535.9000000,1521.5000000,1531.4000000,114799
SPFB.GOLD,D,20190924,000000,1532.5000000,1545.0000000,1525.1000000,1540.0000000,117357
SPFB.GOLD,D,20190925,000000,1539.5000000,1542.4000000,1510.5000000,1514.2000000,153651
SPFB.GOLD,D,20190926,000000,1514.5000000,1522.2000000,1510.0000000,1514.2000000,104768
SPFB.GOLD,D,20190927,000000,1513.7000000,1513.7000000,1496.8000000,1506.1000000,121795
SPFB.GOLD,D,20190930,000000,1506.0000000,1506.0000000,1474.3000000,1482.1000000,161877
SPFB.GOLD,D,20191001,000000,1482.0000000,1496.4000000,1469.1000000,1489.0000000,205163
SPFB.GOLD,D,20191002,000000,1488.8000000,1513.8000000,1485.0000000,1509.8000000,208557
SPFB.GOLD,D,20191003,000000,1508.4000000,1528.2000000,1504.6000000,1513.8000000,218603
SPFB.GOLD,D,20191004,000000,1513.9000000,1523.4000000,1503.5000000,1512.6000000,140566
SPFB.GOLD,D,20191007,000000,1512.7000000,1515.5000000,1496.1000000,1500.7000000,123209
SPFB.GOLD,D,20191008,000000,1500.5000000,1518.0000000,1498.5000000,1513.8000000,154001
SPFB.GOLD,D,20191009,000000,1513.8000000,1520.0000000,1507.7000000,1513.4000000,161494
SPFB.GOLD,D,20191010,000000,1514.5000000,1518.5000000,1498.5000000,1501.1000000,152498
SPFB.GOLD,D,20191011,000000,1501.2000000,1510.2000000,1481.3000000,1495.0000000,200778
SPFB.GOLD,D,20191014,000000,1493.8000000,1504.4000000,1493.8000000,1499.5000000,98903
SPFB.GOLD,D,20191015,000000,1499.4000000,1505.6000000,1484.2000000,1487.5000000,121506
SPFB.GOLD,D,20191016,000000,1487.5000000,1498.0000000,1483.3000000,1496.3000000,109221
SPFB.GOLD,D,20191017,000000,1497.0000000,1503.2000000,1489.6000000,1498.7000000,94272
SPFB.GOLD,D,20191018,000000,1498.0000000,1499.8000000,1491.1000000,1496.6000000,62685
SPFB.GOLD,D,20191021,000000,1497.6000000,1501.3000000,1487.5000000,1489.7000000,81046
SPFB.GOLD,D,20191022,000000,1490.5000000,1494.8000000,1488.2000000,1493.1000000,53131
SPFB.GOLD,D,20191023,000000,1493.4000000,1502.0000000,1493.4000000,1497.8000000,83111
SPFB.GOLD,D,20191024,000000,1498.1000000,1509.4000000,1493.5000000,1508.3000000,104246
SPFB.GOLD,D,20191025,000000,1508.4000000,1523.6000000,1505.7000000,1509.7000000,118868
SPFB.GOLD,D,20191028,000000,1510.0000000,1513.7000000,1495.3000000,1497.3000000,90537
SPFB.GOLD,D,20191029,000000,1497.6000000,1500.7000000,1489.0000000,1494.3000000,82022
SPFB.GOLD,D,20191030,000000,1494.5000000,1503.4000000,1486.0000000,1501.3000000,128295
SPFB.GOLD,D,20191031,000000,1501.6000000,1519.7000000,1501.6000000,1517.4000000,118319
SPFB.GOLD,D,20191101,000000,1517.0000000,1521.5000000,1508.5000000,1519.4000000,104129
SPFB.GOLD,D,20191105,000000,1518.9000000,1518.9000000,1484.3000000,1489.6000000,110562
SPFB.GOLD,D,20191106,000000,1489.9000000,1498.8000000,1487.1000000,1495.9000000,68982
SPFB.GOLD,D,20191107,000000,1495.9000000,1496.7000000,1464.3000000,1472.2000000,160580
SPFB.GOLD,D,20191108,000000,1472.8000000,1477.2000000,1460.2000000,1463.9000000,125680
SPFB.GOLD,D,20191111,000000,1464.3000000,1471.0000000,1452.5000000,1459.4000000,96623
SPFB.GOLD,D,20191112,000000,1458.8000000,1464.5000000,1449.7000000,1462.9000000,120252
SPFB.GOLD,D,20191113,000000,1464.1000000,1471.3000000,1461.5000000,1467.3000000,93795
SPFB.GOLD,D,20191114,000000,1468.5000000,1478.2000000,1467.7000000,1474.2000000,87062
SPFB.GOLD,D,20191115,000000,1473.5000000,1474.2000000,1465.8000000,1470.2000000,59606
SPFB.GOLD,D,20191118,000000,1469.7000000,1477.4000000,1459.6000000,1475.0000000,111451
SPFB.GOLD,D,20191119,000000,1475.5000000,1480.5000000,1468.0000000,1475.0000000,79330
SPFB.GOLD,D,20191120,000000,1476.9000000,1482.5000000,1469.4000000,1475.9000000,117266
SPFB.GOLD,D,20191121,000000,1475.0000000,1477.9000000,1465.4000000,1467.8000000,98427
SPFB.GOLD,D,20191122,000000,1468.0000000,1476.4000000,1464.0000000,1466.1000000,88048
SPFB.GOLD,D,20191125,000000,1465.8000000,1465.8000000,1456.5000000,1457.7000000,66696
SPFB.GOLD,D,20191126,000000,1458.4000000,1466.3000000,1453.0000000,1464.6000000,80795
SPFB.GOLD,D,20191127,000000,1465.0000000,1470.0000000,1455.6000000,1457.6000000,68938
SPFB.GOLD,D,20191128,000000,1457.9000000,1461.4000000,1457.3000000,1459.1000000,31747
SPFB.GOLD,D,20191129,000000,1459.1000000,1469.5000000,1455.8000000,1466.6000000,71021
SPFB.GOLD,D,20191202,000000,1465.3000000,1468.0000000,1456.7000000,1465.9000000,89030
SPFB.GOLD,D,20191203,000000,1465.2000000,1484.3000000,1462.9000000,1480.3000000,113482
SPFB.GOLD,D,20191204,000000,1481.0000000,1486.8000000,1473.2000000,1477.1000000,116694
SPFB.GOLD,D,20191205,000000,1477.2000000,1482.6000000,1474.4000000,1478.3000000,69775
SPFB.GOLD,D,20191206,000000,1477.9000000,1481.9000000,1460.6000000,1462.0000000,101038
SPFB.GOLD,D,20191209,000000,1462.0000000,1467.0000000,1460.8000000,1462.0000000,40085
SPFB.GOLD,D,20191210,000000,1470.6000000,1478.0000000,1470.6000000,1473.4000000,9046
SPFB.GOLD,D,20191211,000000,1473.0000000,1488.2000000,1472.4000000,1484.1000000,10969
SPFB.GOLD,D,20191212,000000,1484.0000000,1496.1000000,1473.7000000,1480.8000000,17762
SPFB.GOLD,D,20191213,000000,1479.6000000,1484.9000000,1473.3000000,1480.5000000,7110
SPFB.GOLD,D,20191216,000000,1481.6000000,1490.4000000,1481.6000000,1486.5000000,6964
SPFB.GOLD,D,20191217,000000,1486.6000000,1490.4000000,1480.4000000,1486.1000000,20934
SPFB.GOLD,D,20191218,000000,1486.5000000,1491.9000000,1480.4000000,1485.4000000,35253
SPFB.GOLD,D,20191219,000000,1485.1000000,1490.8000000,1482.6000000,1488.4000000,53150
SPFB.GOLD,D,20191220,000000,1488.3000000,1490.2000000,1484.8000000,1486.5000000,39974
SPFB.GOLD,D,20191223,000000,1487.3000000,1495.9000000,1487.3000000,1495.5000000,53275
SPFB.GOLD,D,20191224,000000,1495.9000000,1510.6000000,1495.9000000,1509.6000000,46531
SPFB.GOLD,D,20191225,000000,1509.9000000,1513.2000000,1504.9000000,1509.8000000,10306
SPFB.GOLD,D,20191226,000000,1510.4000000,1523.6000000,1510.4000000,1521.5000000,69957
SPFB.GOLD,D,20191227,000000,1521.4000000,1526.0000000,1517.6000000,1521.2000000,32325
SPFB.GOLD,D,20191230,000000,1521.9000000,1525.8000000,1520.2000000,1525.0000000,47998
SPFB.GOLD,D,20200103,000000,1525.0000000,1562.5000000,1525.0000000,1558.0000000,82768
SPFB.GOLD,D,20200106,000000,1558.3000000,1588.0000000,1558.3000000,1573.6000000,85676
SPFB.GOLD,D,20200108,000000,1575.3000000,1603.6000000,1559.9000000,1569.8000000,169991
SPFB.GOLD,D,20200109,000000,1569.2000000,1569.2000000,1550.9000000,1557.8000000,97737
SPFB.GOLD,D,20200110,000000,1557.6000000,1568.7000000,1554.1000000,1568.0000000,69273
SPFB.GOLD,D,20200113,000000,1567.3000000,1567.3000000,1553.6000000,1556.0000000,110046
SPFB.GOLD,D,20200114,000000,1555.6000000,1556.0000000,1545.6000000,1553.1000000,69886
SPFB.GOLD,D,20200115,000000,1554.0000000,1564.9000000,1553.8000000,1562.6000000,66651
SPFB.GOLD,D,20200116,000000,1562.6000000,1564.0000000,1554.4000000,1558.2000000,42345
SPFB.GOLD,D,20200117,000000,1559.3000000,1567.7000000,1559.3000000,1564.0000000,61361
SPFB.GOLD,D,20200120,000000,1565.0000000,1569.2000000,1564.6000000,1568.4000000,33107
SPFB.GOLD,D,20200121,000000,1568.4000000,1572.7000000,1552.3000000,1564.5000000,106507
SPFB.GOLD,D,20200122,000000,1564.5000000,1565.3000000,1557.5000000,1564.5000000,46531
SPFB.GOLD,D,20200123,000000,1563.9000000,1574.2000000,1557.6000000,1568.3000000,89401
SPFB.GOLD,D,20200124,000000,1567.1000000,1582.2000000,1562.8000000,1578.9000000,93249
SPFB.GOLD,D,20200127,000000,1580.0000000,1592.4000000,1580.0000000,1588.2000000,107887
SPFB.GOLD,D,20200128,000000,1587.3000000,1588.4000000,1573.2000000,1574.3000000,95139
SPFB.GOLD,D,20200129,000000,1574.1000000,1583.9000000,1571.2000000,1582.4000000,74190
SPFB.GOLD,D,20200130,000000,1582.8000000,1591.8000000,1578.4000000,1582.4000000,107447
SPFB.GOLD,D,20200131,000000,1582.0000000,1594.8000000,1579.1000000,1592.7000000,116364
SPFB.GOLD,D,20200203,000000,1592.3000000,1592.3000000,1573.1000000,1581.9000000,124963
SPFB.GOLD,D,20200204,000000,1580.6000000,1580.6000000,1553.7000000,1559.4000000,111529
SPFB.GOLD,D,20200205,000000,1560.0000000,1567.2000000,1552.0000000,1561.6000000,91268
SPFB.GOLD,D,20200206,000000,1562.0000000,1572.6000000,1561.5000000,1570.0000000,60858
SPFB.GOLD,D,20200207,000000,1569.5000000,1578.6000000,1564.0000000,1575.5000000,77673
SPFB.GOLD,D,20200210,000000,1574.7000000,1581.4000000,1573.8000000,1577.0000000,49465
SPFB.GOLD,D,20200211,000000,1576.5000000,1578.4000000,1566.0000000,1572.7000000,73605
SPFB.GOLD,D,20200212,000000,1571.2000000,1575.5000000,1565.5000000,1570.5000000,47377
SPFB.GOLD,D,20200213,000000,1570.5000000,1582.2000000,1570.5000000,1579.7000000,62081
SPFB.GOLD,D,20200214,000000,1579.3000000,1588.0000000,1577.3000000,1586.2000000,60408
SPFB.GOLD,D,20200217,000000,1585.9000000,1586.5000000,1582.6000000,1584.3000000,17109
SPFB.GOLD,D,20200218,000000,1584.6000000,1609.0000000,1584.6000000,1606.4000000,100191
SPFB.GOLD,D,20200219,000000,1606.6000000,1615.2000000,1605.8000000,1615.2000000,83825
SPFB.GOLD,D,20200220,000000,1614.1000000,1627.0000000,1607.5000000,1623.2000000,84905
SPFB.GOLD,D,20200221,000000,1624.0000000,1652.5000000,1624.0000000,1648.7000000,166930
SPFB.GOLD,D,20200225,000000,1647.5000000,1660.9000000,1637.8000000,1643.7000000,258493
SPFB.GOLD,D,20200226,000000,1645.0000000,1658.2000000,1628.0000000,1644.4000000,226968
SPFB.GOLD,D,20200227,000000,1646.0000000,1663.6000000,1639.5000000,1641.9000000,202913
SPFB.GOLD,D,20200228,000000,1640.0000000,1643.7000000,1565.9000000,1584.0000000,398856
SPFB.GOLD,D,20200302,000000,1588.0000000,1613.2000000,1588.0000000,1590.5000000,186370
SPFB.GOLD,D,20200303,000000,1591.7000000,1651.2000000,1591.7000000,1640.0000000,271589
SPFB.GOLD,D,20200304,000000,1642.0000000,1651.5000000,1633.5000000,1639.8000000,165374
SPFB.GOLD,D,20200305,000000,1642.0000000,1675.9000000,1638.5000000,1675.5000000,168251
SPFB.GOLD,D,20200306,000000,1675.5000000,1695.0000000,1646.3000000,1671.6000000,417882
SPFB.GOLD,D,20200310,000000,1662.0000000,1698.8000000,1647.2000000,1655.7000000,9715
SPFB.GOLD,D,20200311,000000,1659.6000000,1676.5000000,1639.3000000,1644.8000000,15068
SPFB.GOLD,D,20200312,000000,1642.0000000,1651.6000000,1571.1000000,1581.8000000,26922
SPFB.GOLD,D,20200313,000000,1585.7000000,1603.4000000,1507.7000000,1535.6000000,27443
SPFB.GOLD,D,20200316,000000,1539.0000000,1555.0000000,1431.0000000,1518.2000000,51383
SPFB.GOLD,D,20200317,000000,1511.6000000,1560.0000000,1467.8000000,1534.0000000,46097
SPFB.GOLD,D,20200318,000000,1531.8000000,1531.8000000,1479.0000000,1490.4000000,79314
SPFB.GOLD,D,20200319,000000,1492.0000000,1502.3000000,1472.0000000,1482.9000000,160750
SPFB.GOLD,D,20200320,000000,1483.7000000,1526.0000000,1483.7000000,1506.5000000,125915
SPFB.GOLD,D,20200323,000000,1503.0000000,1578.8000000,1494.5000000,1573.0000000,150222
SPFB.GOLD,D,20200324,000000,1573.5000000,1708.9000000,1573.5000000,1665.0000000,246916
SPFB.GOLD,D,20200325,000000,1664.0000000,1669.0000000,1603.0000000,1627.7000000,157698
SPFB.GOLD,D,20200326,000000,1625.0000000,1668.1000000,1602.4000000,1645.4000000,120868
